BPE: kartoška | Linguist: kartoška
BPE: q’ala | Linguist: q’ala
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: iʎ še | Linguist: iʎ še
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: diyo | Linguist: diyo
BPE: hibo | Linguist: hibo
BPE: idu | Linguist: idu
BPE: ʎun | Linguist: ʎun
BPE: iłe | Linguist: iłe
BPE: užá | Linguist: užá
BPE: isul | Linguist: isul
BPE: hos | Linguist: hos
BPE: kad | Linguist: kad
BPE: goq še | Linguist: goq še
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: q’ala | Linguist: q’ala
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎun | Linguist: ʎun
BPE: de | Linguist: de
BPE: ʎib | Linguist: ʎib
BPE: zor i | Linguist: zor i
BPE: mo | Linguist: mo
BPE: os | Linguist: os
BPE: gollu | Linguist: gollu
BPE: dilʲ | Linguist: dilʲ
BPE: de | Linguist: de
BPE: kaɣat | Linguist: kaɣat
BPE: žohoq’ˤemɨl | Linguist: žohoq’ˤemɨl
BPE: zihe | Linguist: zihe
BPE: zihe | Linguist: zihe
BPE: zihe | Linguist: zihe
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: łuq i | Linguist: łuq i
BPE: ise | Linguist: ise
BPE: kaɣat | Linguist: kaɣat
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: diyo | Linguist: diyo
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: uže | Linguist: uže
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: de | Linguist: de
BPE: uže | Linguist: uže
BPE: ɣode | Linguist: ɣode
BPE: goli | Linguist: goli
BPE: hobot’un | Linguist: hobot’un
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: žik’o | Linguist: žik’o
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: žik’o | Linguist: žik’o
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: užá | Linguist: užá
BPE: išet’ ɨl | Linguist: išet’ ɨl
BPE: žequł | Linguist: žequł
BPE: zihe | Linguist: zihe
BPE: gollu | Linguist: gollu
BPE: zihe | Linguist: zihe
BPE: dilʲ | Linguist: dilʲ
BPE: žik’o | Linguist: žik’o
BPE: žu | Linguist: žu
BPE: huⁿne n | Linguist: huⁿne n
BPE: idu | Linguist: idu
BPE: us | Linguist: us
BPE: ze | Linguist: ze
BPE: idu | Linguist: idu
BPE: žoho | Linguist: žoho
BPE: hos | Linguist: hos
BPE: ħono | Linguist: ħono
BPE: dac | Linguist: dac
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: liʎ | Linguist: liʎ
BPE: žu | Linguist: žu
BPE: izzu | Linguist: izzu
BPE: eⁿdu q’a | Linguist: eⁿdu q’a
BPE: izze | Linguist: izze
BPE: un bič | Linguist: un bič
BPE: izzu | Linguist: izzu
BPE: eⁿdu q’a | Linguist: eⁿdu q’a
BPE: iso | Linguist: iso
BPE: ono | Linguist: ono
BPE: soyro bo | Linguist: soyro bo
BPE: eⁿdu | Linguist: eⁿdu
BPE: zor | Linguist: zor
BPE: zor | Linguist: zor
BPE: žoho n | Linguist: žoho n
BPE: guc’ un | Linguist: guc’ un
BPE: žu | Linguist: žu
BPE: izzu | Linguist: izzu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: ide ɣul | Linguist: ide ɣul
BPE: idu | Linguist: idu
BPE: ise | Linguist: ise
BPE: ilʲó | Linguist: ilʲó
BPE: idu | Linguist: idu
BPE: ɣono ł ɣul | Linguist: ɣono ł ɣul
BPE: žoho | Linguist: žoho
BPE: gollu | Linguist: gollu
BPE: guc’ ač | Linguist: guc’ ač
BPE: guc’ bič | Linguist: guc’ bič
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: iłe | Linguist: iłe
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: ise | Linguist: ise
BPE: žequł | Linguist: žequł
BPE: ʎɨn | Linguist: ʎɨn
BPE: idu | Linguist: idu
BPE: židu | Linguist: židu
BPE: gił ɣul | Linguist: gił ɣul
BPE: soyro bo | Linguist: soyro bo
BPE: ło | Linguist: ło
BPE: ħalt’i | Linguist: ħalt’i
BPE: kul a | Linguist: kul a
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: nartaw la | Linguist: nartaw la
BPE: idu | Linguist: idu
BPE: isul | Linguist: isul
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: ʎar | Linguist: ʎar
BPE: ise | Linguist: ise
BPE: ħono | Linguist: ħono
BPE: eⁿš | Linguist: eⁿš
BPE: dac | Linguist: dac
BPE: kad | Linguist: kad
BPE: ʎus uč | Linguist: ʎus uč
BPE: kad | Linguist: kad
BPE: de | Linguist: de
BPE: zihe | Linguist: zihe
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: aʎ | Linguist: aʎ
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: do | Linguist: do
BPE: mížo | Linguist: mížo
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: goli | Linguist: goli
BPE: hos | Linguist: hos
BPE: hos | Linguist: hos
BPE: huⁿne ma | Linguist: huⁿne ma
BPE: boc’o | Linguist: boc’o
BPE: idu | Linguist: idu
BPE: hos | Linguist: hos
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: žik’o | Linguist: žik’o
BPE: izze | Linguist: izze
BPE: ʎar | Linguist: ʎar
BPE: q’ala | Linguist: q’ala
BPE: homonu | Linguist: homonu
BPE: židu | Linguist: židu
BPE: hadam | Linguist: hadam
BPE: iso | Linguist: iso
BPE: ʎɨn | Linguist: ʎɨn
BPE: himon | Linguist: himon
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: ʎɨn | Linguist: ʎɨn
BPE: užá | Linguist: užá
BPE: obu | Linguist: obu
BPE: do | Linguist: do
BPE: isu ho | Linguist: isu ho
BPE: do | Linguist: do
BPE: eⁿdu č | Linguist: eⁿdu č
BPE: goli | Linguist: goli
BPE: ɣolʎ’o | Linguist: ɣolʎ’o
BPE: užá | Linguist: užá
BPE: soyro | Linguist: soyro
BPE: gollu | Linguist: gollu
BPE: himon | Linguist: himon
BPE: q’ala | Linguist: q’ala
BPE: goli | Linguist: goli
BPE: homonu | Linguist: homonu
BPE: žoholi | Linguist: žoholi
BPE: iʎ a | Linguist: iʎ a
BPE: goli | Linguist: goli
BPE: ʎun | Linguist: ʎun
BPE: žoholi | Linguist: žoholi
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: kad | Linguist: kad
BPE: kul a | Linguist: kul a
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: diqo | Linguist: diqo
BPE: žu | Linguist: žu
BPE: ono | Linguist: ono
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: gul ło | Linguist: gul ło
BPE: kaɣat | Linguist: kaɣat
BPE: idu | Linguist: idu
BPE: xabar | Linguist: xabar
BPE: goli | Linguist: goli
BPE: himon | Linguist: himon
BPE: mo | Linguist: mo
BPE: mašina | Linguist: mašina
BPE: ilʲe | Linguist: ilʲe
BPE: mo | Linguist: mo
BPE: do | Linguist: do
BPE: ono | Linguist: ono
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: ono | Linguist: ono
BPE: čaʎ un | Linguist: čaʎ un
BPE: hed | Linguist: hed
BPE: čaʎ i | Linguist: čaʎ i
BPE: čaʎ ło | Linguist: čaʎ ło
BPE: hibo | Linguist: hibo
BPE: roq’ bi | Linguist: roq’ bi
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: aʎ | Linguist: aʎ
BPE: dac | Linguist: dac
BPE: de | Linguist: de
BPE: mo | Linguist: mo
BPE: gobi | Linguist: gobi
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: mašina | Linguist: mašina
BPE: mašina | Linguist: mašina
BPE: ílʲo | Linguist: ílʲo
BPE: goli | Linguist: goli
BPE: izzu | Linguist: izzu
BPE: uže | Linguist: uže
BPE: gił il | Linguist: gił il
BPE: žu | Linguist: žu
BPE: hada | Linguist: hada
BPE: čačan za | Linguist: čačan za
BPE: isul | Linguist: isul
BPE: huⁿne ho | Linguist: huⁿne ho
BPE: ʎar qa | Linguist: ʎar qa
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: idu | Linguist: idu
BPE: ise | Linguist: ise
BPE: idu | Linguist: idu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: hada | Linguist: hada
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: hos | Linguist: hos
BPE: žik’o | Linguist: žik’o
BPE: diyo | Linguist: diyo
BPE: hed | Linguist: hed
BPE: himon | Linguist: himon
BPE: de | Linguist: de
BPE: xink’e bo | Linguist: xink’e bo
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: is bič | Linguist: is bič
BPE: do | Linguist: do
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: diyo | Linguist: diyo
BPE: ħono | Linguist: ħono
BPE: ɣine | Linguist: ɣine
BPE: de | Linguist: de
BPE: łu | Linguist: łu
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: ħalt’i | Linguist: ħalt’i
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: os | Linguist: os
BPE: hadiyad ɨl | Linguist: hadiyad ɨl
BPE: židu | Linguist: židu
BPE: žide | Linguist: žide
BPE: lac’a | Linguist: lac’a
BPE: žide | Linguist: žide
BPE: židu | Linguist: židu
BPE: židu | Linguist: židu
BPE: židu | Linguist: židu
BPE: žide | Linguist: žide
BPE: žide | Linguist: žide
BPE: idu | Linguist: idu
BPE: hadiyad ʎ’a | Linguist: hadiyad ʎ’a
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: ʎar | Linguist: ʎar
BPE: hadiyad la | Linguist: hadiyad la
BPE: žoho | Linguist: žoho
BPE: hadiyad la | Linguist: hadiyad la
BPE: pu ho | Linguist: pu ho
BPE: goli | Linguist: goli
BPE: žide | Linguist: žide
BPE: žide | Linguist: žide
BPE: hada | Linguist: hada
BPE: kok un | Linguist: kok un
BPE: žide | Linguist: žide
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: aq | Linguist: aq
BPE: žide | Linguist: žide
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: goli | Linguist: goli
BPE: izze | Linguist: izze
BPE: bataxu | Linguist: bataxu
BPE: židu | Linguist: židu
BPE: goli | Linguist: goli
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: hadiyad qa | Linguist: hadiyad qa
BPE: huⁿne ho | Linguist: huⁿne ho
BPE: gollu bo | Linguist: gollu bo
BPE: huⁿne ho | Linguist: huⁿne ho
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: goli | Linguist: goli
BPE: ise | Linguist: ise
BPE: is in | Linguist: is in
BPE: hos | Linguist: hos
BPE: kad in | Linguist: kad in
BPE: izzu | Linguist: izzu
BPE: izzu | Linguist: izzu
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: ono | Linguist: ono
BPE: čaʎ i | Linguist: čaʎ i
BPE: me | Linguist: me
BPE: žequł | Linguist: žequł
BPE: soyro | Linguist: soyro
BPE: goli | Linguist: goli
BPE: mo | Linguist: mo
BPE: he | Linguist: he
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: diyo | Linguist: diyo
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: mo | Linguist: mo
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: ono | Linguist: ono
BPE: c’aq’ | Linguist: c’aq’
BPE: himon un | Linguist: himon un
BPE: diyo | Linguist: diyo
BPE: ílʲo | Linguist: ílʲo
BPE: hibo | Linguist: hibo
BPE: ono | Linguist: ono
BPE: me | Linguist: me
BPE: uže | Linguist: uže
BPE: me | Linguist: me
BPE: yagi | Linguist: yagi
BPE: mo | Linguist: mo
BPE: yagi | Linguist: yagi
BPE: yagi | Linguist: yagi
BPE: me | Linguist: me
BPE: ya | Linguist: ya
BPE: n eq še | Linguist: n eq še
BPE: ya | Linguist: ya
BPE: me | Linguist: me
BPE: de | Linguist: de
BPE: gobi | Linguist: gobi
BPE: he | Linguist: he
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: xabar | Linguist: xabar
BPE: himon | Linguist: himon
BPE: gollu | Linguist: gollu
BPE: gobi | Linguist: gobi
BPE: žu | Linguist: žu
BPE: ilʲlʲo | Linguist: ilʲlʲo
BPE: ħalt’i | Linguist: ħalt’i
BPE: gobi | Linguist: gobi
BPE: iłe | Linguist: iłe
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: dubul | Linguist: dubul
BPE: himon | Linguist: himon
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: hibo | Linguist: hibo
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: hibo | Linguist: hibo
BPE: dogu | Linguist: dogu
BPE: heⁿše | Linguist: heⁿše
BPE: ise | Linguist: ise
BPE: c’alid i | Linguist: c’alid i
BPE: ise | Linguist: ise
BPE: dogu | Linguist: dogu
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid i | Linguist: c’alid i
BPE: łu | Linguist: łu
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: łu | Linguist: łu
BPE: dogu | Linguist: dogu
BPE: mašina | Linguist: mašina
BPE: łu | Linguist: łu
BPE: łu | Linguist: łu
BPE: dogu | Linguist: dogu
BPE: mašina | Linguist: mašina
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: hic i | Linguist: hic i
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: hic i | Linguist: hic i
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: me | Linguist: me
BPE: heⁿše | Linguist: heⁿše
BPE: na | Linguist: na
BPE: gul i | Linguist: gul i
BPE: de | Linguist: de
BPE: heⁿše | Linguist: heⁿše
BPE: gul i | Linguist: gul i
BPE: dow | Linguist: dow
BPE: žequł | Linguist: žequł
BPE: goli | Linguist: goli
BPE: iłel | Linguist: iłel
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid i | Linguist: c’alid i
BPE: iłel | Linguist: iłel
BPE: hibo | Linguist: hibo
BPE: c’alid i | Linguist: c’alid i
BPE: dubo | Linguist: dubo
BPE: goli | Linguist: goli
BPE: dubo | Linguist: dubo
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: xink’e bo | Linguist: xink’e bo
BPE: xink’e bo | Linguist: xink’e bo
BPE: łul | Linguist: łul
BPE: uže | Linguist: uže
BPE: hibo | Linguist: hibo
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: ze | Linguist: ze
BPE: hibo | Linguist: hibo
BPE: na ɣul | Linguist: na ɣul
BPE: ze | Linguist: ze
BPE: mo | Linguist: mo
BPE: eⁿdu | Linguist: eⁿdu
BPE: ʎin | Linguist: ʎin
BPE: žu | Linguist: žu
BPE: eⁿdu li | Linguist: eⁿdu li
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx aʎa | Linguist: isx aʎa
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: himon | Linguist: himon
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: iłe | Linguist: iłe
BPE: isuqol | Linguist: isuqol
BPE: hobože | Linguist: hobože
BPE: me | Linguist: me
BPE: dubul | Linguist: dubul
BPE: ʎɨn | Linguist: ʎɨn
BPE: na | Linguist: na
BPE: łu | Linguist: łu
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: na z | Linguist: na z
BPE: ʎɨn | Linguist: ʎɨn
BPE: ɣo dow | Linguist: ɣo dow
BPE: himon un | Linguist: himon un
BPE: ʎun | Linguist: ʎun
BPE: himon un | Linguist: himon un
BPE: hobože | Linguist: hobože
BPE: idu | Linguist: idu
BPE: himon | Linguist: himon
BPE: ʎɨn | Linguist: ʎɨn
BPE: diyo | Linguist: diyo
BPE: heč’č’e | Linguist: heč’č’e
BPE: liʎ | Linguist: liʎ
BPE: goli | Linguist: goli
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: iʎ še | Linguist: iʎ še
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎin | Linguist: ʎin
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: isx aʎa | Linguist: isx aʎa
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: ono | Linguist: ono
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: izzu | Linguist: izzu
BPE: ʎar la | Linguist: ʎar la
BPE: ɣiná | Linguist: ɣiná
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: obu | Linguist: obu
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: na ɣul | Linguist: na ɣul
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: is a | Linguist: is a
BPE: ʎin | Linguist: ʎin
BPE: isul | Linguist: isul
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: dac | Linguist: dac
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: de | Linguist: de
BPE: žequł | Linguist: žequł
BPE: dac | Linguist: dac
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: žequł | Linguist: žequł
BPE: dac | Linguist: dac
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ono | Linguist: ono
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: ise | Linguist: ise
BPE: de | Linguist: de
BPE: idu | Linguist: idu
BPE: dubo | Linguist: dubo
BPE: žohoq’ˤemɨl | Linguist: žohoq’ˤemɨl
BPE: iłe | Linguist: iłe
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: užaqal | Linguist: užaqal
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: užaqal | Linguist: užaqal
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx o | Linguist: isx o
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: žequł | Linguist: žequł
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: huniža | Linguist: huniža
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx i | Linguist: isx i
BPE: de | Linguist: de
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx i | Linguist: isx i
BPE: iłe | Linguist: iłe
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo q’e | Linguist: hibo q’e
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo q’e | Linguist: hibo q’e
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: uža | Linguist: uža
BPE: c’aq’ | Linguist: c’aq’
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: do n | Linguist: do n
BPE: mo | Linguist: mo
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: gobi | Linguist: gobi
BPE: gobi | Linguist: gobi
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
