BPE: lol i | Linguist: lol i
BPE: huⁿne ma | Linguist: huⁿne ma
BPE: boc’o | Linguist: boc’o
BPE: idu | Linguist: idu
BPE: hos | Linguist: hos
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: žik’o | Linguist: žik’o
BPE: q’ala | Linguist: q’ala
BPE: židu | Linguist: židu
BPE: hadam | Linguist: hadam
BPE: iso | Linguist: iso
BPE: ʎɨn | Linguist: ʎɨn
BPE: himon | Linguist: himon
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: ʎɨn | Linguist: ʎɨn
BPE: užá | Linguist: užá
BPE: obu | Linguist: obu
BPE: do | Linguist: do
BPE: isu ho | Linguist: isu ho
BPE: do | Linguist: do
BPE: eⁿdu č | Linguist: eⁿdu č
BPE: goli | Linguist: goli
BPE: užá | Linguist: užá
BPE: soyro | Linguist: soyro
BPE: gollu | Linguist: gollu
BPE: himon | Linguist: himon
BPE: q’ala | Linguist: q’ala
BPE: goli | Linguist: goli
BPE: iʎ a | Linguist: iʎ a
BPE: goli | Linguist: goli
BPE: ʎun | Linguist: ʎun
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: kad | Linguist: kad
BPE: kul a | Linguist: kul a
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: diqo | Linguist: diqo
BPE: žu | Linguist: žu
BPE: ono | Linguist: ono
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: gul ło | Linguist: gul ło
BPE: kaɣat | Linguist: kaɣat
BPE: idu | Linguist: idu
BPE: xabar | Linguist: xabar
BPE: goli | Linguist: goli
BPE: himon | Linguist: himon
BPE: mo | Linguist: mo
BPE: mo | Linguist: mo
BPE: do | Linguist: do
BPE: ono | Linguist: ono
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: ono | Linguist: ono
BPE: hed | Linguist: hed
BPE: hibo | Linguist: hibo
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: de | Linguist: de
BPE: mo | Linguist: mo
BPE: gobi | Linguist: gobi
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: boc’ i | Linguist: boc’ i
BPE: žu | Linguist: žu
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: ílʲo | Linguist: ílʲo
BPE: goli | Linguist: goli
BPE: izzu | Linguist: izzu
BPE: ħono č | Linguist: ħono č
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: hada | Linguist: hada
BPE: isul | Linguist: isul
BPE: gul un | Linguist: gul un
BPE: huⁿne ho | Linguist: huⁿne ho
BPE: ʎar qa | Linguist: ʎar qa
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: idu | Linguist: idu
BPE: ise | Linguist: ise
BPE: idu | Linguist: idu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: hada | Linguist: hada
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: hos | Linguist: hos
BPE: žik’o | Linguist: žik’o
BPE: diyo | Linguist: diyo
BPE: hed | Linguist: hed
BPE: himon | Linguist: himon
BPE: de | Linguist: de
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: is bič | Linguist: is bič
BPE: do | Linguist: do
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: diyo | Linguist: diyo
BPE: ħono | Linguist: ħono
BPE: ɣine | Linguist: ɣine
BPE: de | Linguist: de
BPE: łu | Linguist: łu
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: ħalt’i | Linguist: ħalt’i
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: os | Linguist: os
BPE: hadiyad ɨl | Linguist: hadiyad ɨl
BPE: židu | Linguist: židu
BPE: žide | Linguist: žide
BPE: lac’a | Linguist: lac’a
BPE: žide | Linguist: žide
BPE: židu | Linguist: židu
BPE: židu | Linguist: židu
BPE: židu | Linguist: židu
BPE: žide | Linguist: žide
BPE: žide | Linguist: žide
BPE: idu | Linguist: idu
BPE: hadiyad ʎ’a | Linguist: hadiyad ʎ’a
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: hadiyad la | Linguist: hadiyad la
BPE: žoho | Linguist: žoho
BPE: hadiyad la | Linguist: hadiyad la
BPE: pu ho | Linguist: pu ho
BPE: goli | Linguist: goli
BPE: žide | Linguist: žide
BPE: žide | Linguist: žide
BPE: hada | Linguist: hada
BPE: žide | Linguist: žide
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: žide | Linguist: žide
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: goli | Linguist: goli
BPE: bataxu | Linguist: bataxu
BPE: židu | Linguist: židu
BPE: goli | Linguist: goli
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: hadiyad qa | Linguist: hadiyad qa
BPE: huⁿne ho | Linguist: huⁿne ho
BPE: gollu bo | Linguist: gollu bo
BPE: huⁿne ho | Linguist: huⁿne ho
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: uža ba | Linguist: uža ba
BPE: goli | Linguist: goli
BPE: ise | Linguist: ise
BPE: is in | Linguist: is in
BPE: hos | Linguist: hos
BPE: izzu | Linguist: izzu
BPE: izzu | Linguist: izzu
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: uža ba | Linguist: uža ba
BPE: ono | Linguist: ono
BPE: me | Linguist: me
BPE: žequł | Linguist: žequł
BPE: soyro | Linguist: soyro
BPE: goli | Linguist: goli
BPE: mo | Linguist: mo
BPE: he | Linguist: he
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: diyo | Linguist: diyo
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: mo | Linguist: mo
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: ono | Linguist: ono
BPE: c’aq’ | Linguist: c’aq’
BPE: himon un | Linguist: himon un
BPE: diyo | Linguist: diyo
BPE: ílʲo | Linguist: ílʲo
BPE: hibo | Linguist: hibo
BPE: ono | Linguist: ono
BPE: me | Linguist: me
BPE: uže | Linguist: uže
BPE: me | Linguist: me
BPE: mo | Linguist: mo
BPE: me | Linguist: me
BPE: ya | Linguist: ya
BPE: n eq še | Linguist: n eq še
BPE: ya | Linguist: ya
BPE: me | Linguist: me
BPE: de | Linguist: de
BPE: gobi | Linguist: gobi
BPE: he | Linguist: he
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: xabar | Linguist: xabar
BPE: himon | Linguist: himon
BPE: gollu | Linguist: gollu
BPE: gobi | Linguist: gobi
BPE: žu | Linguist: žu
BPE: ħalt’i | Linguist: ħalt’i
BPE: gobi | Linguist: gobi
BPE: iłe | Linguist: iłe
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: dubul | Linguist: dubul
BPE: himon | Linguist: himon
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: dogu | Linguist: dogu
BPE: heⁿše | Linguist: heⁿše
BPE: ise | Linguist: ise
BPE: c’alid i | Linguist: c’alid i
BPE: ise | Linguist: ise
BPE: dogu | Linguist: dogu
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid i | Linguist: c’alid i
BPE: łu | Linguist: łu
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: łu | Linguist: łu
BPE: dogu | Linguist: dogu
BPE: łu | Linguist: łu
BPE: łu | Linguist: łu
BPE: dogu | Linguist: dogu
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: hic i | Linguist: hic i
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: hic i | Linguist: hic i
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: hibo | Linguist: hibo
BPE: me | Linguist: me
BPE: heⁿše | Linguist: heⁿše
BPE: na | Linguist: na
BPE: gul i | Linguist: gul i
BPE: de | Linguist: de
BPE: heⁿše | Linguist: heⁿše
BPE: gul i | Linguist: gul i
BPE: dow | Linguist: dow
BPE: žequł | Linguist: žequł
BPE: goli | Linguist: goli
BPE: iłel | Linguist: iłel
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid i | Linguist: c’alid i
BPE: iłel | Linguist: iłel
BPE: hibo | Linguist: hibo
BPE: c’alid i | Linguist: c’alid i
BPE: dubo | Linguist: dubo
BPE: goli | Linguist: goli
BPE: dubo | Linguist: dubo
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: łul | Linguist: łul
BPE: uže | Linguist: uže
BPE: hibo | Linguist: hibo
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: ze | Linguist: ze
BPE: hibo | Linguist: hibo
BPE: na ɣul | Linguist: na ɣul
BPE: ze | Linguist: ze
BPE: mo | Linguist: mo
BPE: eⁿdu | Linguist: eⁿdu
BPE: ʎin | Linguist: ʎin
BPE: žu | Linguist: žu
BPE: eⁿdu li | Linguist: eⁿdu li
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx aʎa | Linguist: isx aʎa
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: himon | Linguist: himon
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: iłe | Linguist: iłe
BPE: hobože | Linguist: hobože
BPE: me | Linguist: me
BPE: dubul | Linguist: dubul
BPE: ʎɨn | Linguist: ʎɨn
BPE: iʎ o | Linguist: iʎ o
BPE: na | Linguist: na
BPE: łu | Linguist: łu
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: na z | Linguist: na z
BPE: ʎɨn | Linguist: ʎɨn
BPE: ɣo dow | Linguist: ɣo dow
BPE: himon un | Linguist: himon un
BPE: ʎun | Linguist: ʎun
BPE: himon un | Linguist: himon un
BPE: hobože | Linguist: hobože
BPE: idu | Linguist: idu
BPE: himon | Linguist: himon
BPE: ʎɨn | Linguist: ʎɨn
BPE: diyo | Linguist: diyo
BPE: heč’č’e | Linguist: heč’č’e
BPE: liʎ | Linguist: liʎ
BPE: goli | Linguist: goli
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: iʎ še | Linguist: iʎ še
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎin | Linguist: ʎin
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: isx aʎa | Linguist: isx aʎa
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: ono | Linguist: ono
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: izzu | Linguist: izzu
BPE: ʎar la | Linguist: ʎar la
BPE: ɣiná | Linguist: ɣiná
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: obu | Linguist: obu
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: na ɣul | Linguist: na ɣul
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: is a | Linguist: is a
BPE: ʎin | Linguist: ʎin
BPE: isul | Linguist: isul
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: de | Linguist: de
BPE: žequł | Linguist: žequł
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: žequł | Linguist: žequł
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ono | Linguist: ono
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: ise | Linguist: ise
BPE: de | Linguist: de
BPE: idu | Linguist: idu
BPE: dubo | Linguist: dubo
BPE: iłe | Linguist: iłe
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx o | Linguist: isx o
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: žequł | Linguist: žequł
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: huniža | Linguist: huniža
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx i | Linguist: isx i
BPE: de | Linguist: de
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx i | Linguist: isx i
BPE: iłe | Linguist: iłe
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo q’e | Linguist: hibo q’e
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo q’e | Linguist: hibo q’e
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: uža ba | Linguist: uža ba
BPE: c’aq’ | Linguist: c’aq’
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: do n | Linguist: do n
BPE: mo | Linguist: mo
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: gobi | Linguist: gobi
BPE: gobi | Linguist: gobi
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
