BPE: kartoška | Linguist: kartoška
BPE: xabar | Linguist: xabar
BPE: užal | Linguist: užal
BPE: keč’i | Linguist: keč’i
BPE: žu | Linguist: žu
BPE: do | Linguist: do
BPE: diqo | Linguist: diqo
BPE: zihe | Linguist: zihe
BPE: užá | Linguist: užá
BPE: zihe | Linguist: zihe
BPE: užaqa | Linguist: užaqa
BPE: zihe | Linguist: zihe
BPE: ɣinaqa | Linguist: ɣinaqa
BPE: qaba | Linguist: qaba
BPE: isuqo | Linguist: isuqo
BPE: hadam | Linguist: hadam
BPE: diqo | Linguist: diqo
BPE: bataxu | Linguist: bataxu
BPE: hada | Linguist: hada
BPE: dac | Linguist: dac
BPE: ɣinaɣal | Linguist: ɣinaɣal
BPE: q’uraan | Linguist: q’uraan
BPE: ise | Linguist: ise
BPE: išu | Linguist: išu
BPE: t’amsa | Linguist: t’amsa
BPE: goli | Linguist: goli
BPE: t’amsa | Linguist: t’amsa
BPE: goli | Linguist: goli
BPE: šobolu | Linguist: šobolu
BPE: šobolu | Linguist: šobolu
BPE: šobolu | Linguist: šobolu
BPE: šobolu | Linguist: šobolu
BPE: žido | Linguist: žido
BPE: žido | Linguist: žido
BPE: ilʲó | Linguist: ilʲó
BPE: hadal | Linguist: hadal
BPE: žilʲlʲo | Linguist: žilʲlʲo
BPE: aq | Linguist: aq
BPE: ya | Linguist: ya
BPE: kad | Linguist: kad
BPE: ya | Linguist: ya
BPE: uže | Linguist: uže
BPE: ya | Linguist: ya
BPE: goli | Linguist: goli
BPE: ya | Linguist: ya
BPE: huⁿn | Linguist: huⁿn
BPE: goli | Linguist: goli
BPE: ya | Linguist: ya
BPE: ya | Linguist: ya
BPE: žequł | Linguist: žequł
BPE: bataxu | Linguist: bataxu
BPE: užá | Linguist: užá
BPE: t’uqˤ | Linguist: t’uqˤ
BPE: yagi | Linguist: yagi
BPE: yagi | Linguist: yagi
BPE: uc’nu | Linguist: uc’nu
BPE: žequł | Linguist: žequł
BPE: ya | Linguist: ya
BPE: ya | Linguist: ya
BPE: aq | Linguist: aq
BPE: yagi | Linguist: yagi
BPE: kirpič | Linguist: kirpič
BPE: yagi | Linguist: yagi
BPE: ɣuɣun | Linguist: ɣuɣun
BPE: golluč | Linguist: golluč
BPE: q’alá | Linguist: q’alá
BPE: keč’i | Linguist: keč’i
BPE: amma | Linguist: amma
BPE: hada | Linguist: hada
BPE: užá | Linguist: užá
BPE: a<w>edu | Linguist: a<w>edu
BPE: a<y>edu | Linguist: a<y>edu
BPE: de | Linguist: de
BPE: a<r>edu | Linguist: a<r>edu
BPE: a<b>edu | Linguist: a<b>edu
BPE: užá | Linguist: užá
BPE: a<y>edu | Linguist: a<y>edu
BPE: ono | Linguist: ono
BPE: ono | Linguist: ono
BPE: ono | Linguist: ono
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: ačalaha | Linguist: ačalaha
BPE: eⁿso | Linguist: eⁿso
BPE: eⁿso | Linguist: eⁿso
BPE: huniža | Linguist: huniža
BPE: asaxu | Linguist: asaxu
BPE: huniža | Linguist: huniža
BPE: dunnal | Linguist: dunnal
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: kad | Linguist: kad
BPE: uže | Linguist: uže
BPE: idu | Linguist: idu
BPE: obu | Linguist: obu
BPE: a<w>de | Linguist: a<w>de
BPE: dublo | Linguist: dublo
BPE: eⁿdu | Linguist: eⁿdu
BPE: dublo | Linguist: dublo
BPE: pikru | Linguist: pikru
BPE: gobi | Linguist: gobi
BPE: ise | Linguist: ise
BPE: užas | Linguist: užas
BPE: žu | Linguist: žu
BPE: hobołe | Linguist: hobołe
BPE: ɣoboqol | Linguist: ɣoboqol
BPE: ʎɨn | Linguist: ʎɨn
BPE: žoho | Linguist: žoho
BPE: idu | Linguist: idu
BPE: iłelo | Linguist: iłelo
BPE: qaʎu | Linguist: qaʎu
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: ze | Linguist: ze
BPE: ilʲó | Linguist: ilʲó
BPE: muc | Linguist: muc
BPE: gollu | Linguist: gollu
BPE: ɣine | Linguist: ɣine
BPE: hed | Linguist: hed
BPE: ʎɨn | Linguist: ʎɨn
BPE: kode | Linguist: kode
BPE: istakan | Linguist: istakan
BPE: hed | Linguist: hed
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: bada | Linguist: bada
BPE: iłe | Linguist: iłe
BPE: amasi | Linguist: amasi
BPE: ise | Linguist: ise
BPE: goli | Linguist: goli
BPE: hed | Linguist: hed
BPE: ise | Linguist: ise
BPE: din | Linguist: din
BPE: žik’ó | Linguist: žik’ó
BPE: hos | Linguist: hos
BPE: eⁿš | Linguist: eⁿš
BPE: iseisul | Linguist: iseisul
BPE: q’ˤʷene | Linguist: q’ˤʷene
BPE: eⁿš | Linguist: eⁿš
BPE: ʷʎ’o | Linguist: ʷʎ’o
BPE: užá | Linguist: užá
BPE: magnitofon | Linguist: magnitofon
BPE: žen | Linguist: žen
BPE: goli | Linguist: goli
BPE: ilʲlʲo | Linguist: ilʲlʲo
BPE: užaɣal | Linguist: užaɣal
BPE: žu | Linguist: žu
BPE: widra | Linguist: widra
BPE: ʎɨn | Linguist: ʎɨn
BPE: iná | Linguist: iná
BPE: hobože | Linguist: hobože
BPE: isul | Linguist: isul
BPE: pirkaz | Linguist: pirkaz
BPE: allahise | Linguist: allahise
BPE: dubul | Linguist: dubul
BPE: saxłi | Linguist: saxłi
BPE: iłel | Linguist: iłel
BPE: himon | Linguist: himon
BPE: ise | Linguist: ise
BPE: yaraɣi | Linguist: yaraɣi
BPE: isul | Linguist: isul
BPE: soyro | Linguist: soyro
BPE: iseiso | Linguist: iseiso
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: iłeiłel | Linguist: iłeiłel
BPE: kumak | Linguist: kumak
BPE: idu | Linguist: idu
BPE: himon | Linguist: himon
BPE: užal | Linguist: užal
BPE: weliseped | Linguist: weliseped
BPE: q’ala | Linguist: q’ala
BPE: yuq’ˤučé | Linguist: yuq’ˤučé
BPE: židul | Linguist: židul
BPE: k’urk’ulos | Linguist: k’urk’ulos
BPE: banka | Linguist: banka
BPE: ilʲe | Linguist: ilʲe
BPE: dubul | Linguist: dubul
BPE: lac’ac’o | Linguist: lac’ac’o
BPE: ʎɨn | Linguist: ʎɨn
BPE: isuqol | Linguist: isuqol
BPE: wo | Linguist: wo
BPE: hos | Linguist: hos
BPE: eⁿš | Linguist: eⁿš
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: diyo | Linguist: diyo
BPE: laga | Linguist: laga
BPE: me | Linguist: me
BPE: ʎɨn | Linguist: ʎɨn
BPE: yuq’ˤuč’é | Linguist: yuq’ˤuč’é
BPE: iłe | Linguist: iłe
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: aⁿc | Linguist: aⁿc
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: mˤgɣˤul | Linguist: mˤgɣˤul
BPE: žibžib | Linguist: žibžib
BPE: ise | Linguist: ise
BPE: žilʲlʲo | Linguist: žilʲlʲo
BPE: hed | Linguist: hed
BPE: xundá | Linguist: xundá
BPE: žu | Linguist: žu
BPE: hobože | Linguist: hobože
BPE: ise | Linguist: ise
BPE: oʎʎelo | Linguist: oʎʎelo
BPE: žik’olo | Linguist: žik’olo
BPE: łiłukda | Linguist: łiłukda
BPE: iłelo | Linguist: iłelo
BPE: behenazi | Linguist: behenazi
BPE: isulo | Linguist: isulo
BPE: žu | Linguist: žu
BPE: hiblʲa | Linguist: hiblʲa
BPE: iłe | Linguist: iłe
BPE: isuqo | Linguist: isuqo
BPE: ik’segu | Linguist: ik’segu
BPE: užaqa | Linguist: užaqa
BPE: tošu | Linguist: tošu
BPE: ħallaqe | Linguist: ħallaqe
BPE: golluč | Linguist: golluč
BPE: os | Linguist: os
BPE: ɣine | Linguist: ɣine
BPE: ɣiná | Linguist: ɣiná
BPE: žužuč | Linguist: žužuč
BPE: ɣiná | Linguist: ɣiná
BPE: eⁿxuł | Linguist: eⁿxuł
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: ilʲe | Linguist: ilʲe
BPE: heⁿše | Linguist: heⁿše
BPE: do | Linguist: do
BPE: xabar | Linguist: xabar
BPE: hobože | Linguist: hobože
BPE: ílʲo | Linguist: ílʲo
BPE: goli | Linguist: goli
BPE: užá | Linguist: užá
BPE: bataxu | Linguist: bataxu
BPE: kartoška | Linguist: kartoška
BPE: kartoška | Linguist: kartoška
BPE: ɣon | Linguist: ɣon
BPE: huniža | Linguist: huniža
BPE: žik’ʷe | Linguist: žik’ʷe
BPE: ɣon | Linguist: ɣon
BPE: haca | Linguist: haca
BPE: ise | Linguist: ise
BPE: pilʲu | Linguist: pilʲu
BPE: užá | Linguist: užá
BPE: burku | Linguist: burku
BPE: heⁿše | Linguist: heⁿše
BPE: tušman | Linguist: tušman
BPE: aⁿc’ | Linguist: aⁿc’
BPE: oh | Linguist: oh
BPE: barkaman | Linguist: barkaman
BPE: haca | Linguist: haca
BPE: hed | Linguist: hed
BPE: ɣon | Linguist: ɣon
BPE: łiłuk’á | Linguist: łiłuk’á
BPE: xexłin | Linguist: xexłin
BPE: liʎ | Linguist: liʎ
BPE: ʎɨn | Linguist: ʎɨn
BPE: ɣinaza | Linguist: ɣinaza
BPE: židuli | Linguist: židuli
BPE: barkala | Linguist: barkala
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: idu | Linguist: idu
BPE: obu | Linguist: obu
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: užá | Linguist: užá
BPE: kaɣat | Linguist: kaɣat
BPE: kaɣat | Linguist: kaɣat
BPE: ɣamasi | Linguist: ɣamasi
BPE: ɣamasi | Linguist: ɣamasi
BPE: kaɣat | Linguist: kaɣat
BPE: homonu | Linguist: homonu
BPE: himon | Linguist: himon
BPE: srazu | Linguist: srazu
BPE: isul | Linguist: isul
BPE: gollu | Linguist: gollu
BPE: kandɨqo | Linguist: kandɨqo
BPE: surat | Linguist: surat
BPE: kartoška | Linguist: kartoška
BPE: kartoška | Linguist: kartoška
BPE: ʎibaha | Linguist: ʎibaha
BPE: os | Linguist: os
BPE: xiyež | Linguist: xiyež
BPE: os | Linguist: os
BPE: diqo | Linguist: diqo
BPE: os | Linguist: os
BPE: kartoška | Linguist: kartoška
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: uže | Linguist: uže
BPE: ise | Linguist: ise
BPE: heⁿše | Linguist: heⁿše
BPE: xabar | Linguist: xabar
BPE: uže | Linguist: uže
BPE: heⁿše | Linguist: heⁿše
BPE: daru | Linguist: daru
BPE: liʎ | Linguist: liʎ
BPE: udul | Linguist: udul
BPE: udul | Linguist: udul
BPE: ɣamasi | Linguist: ɣamasi
BPE: ɣinaqa | Linguist: ɣinaqa
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: gaziyat | Linguist: gaziyat
BPE: keč’i | Linguist: keč’i
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: užaqa | Linguist: užaqa
BPE: keč’i | Linguist: keč’i
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: q’ala | Linguist: q’ala
BPE: ise | Linguist: ise
BPE: hˤamˤaɣˤeqo | Linguist: hˤamˤaɣˤeqo
BPE: gaziyat | Linguist: gaziyat
BPE: hada | Linguist: hada
BPE: eⁿču | Linguist: eⁿču
BPE: ise | Linguist: ise
BPE: os | Linguist: os
BPE: heⁿše | Linguist: heⁿše
BPE: heⁿše | Linguist: heⁿše
BPE: kad | Linguist: kad
BPE: eⁿdu | Linguist: eⁿdu
BPE: goli | Linguist: goli
BPE: uže | Linguist: uže
BPE: kad | Linguist: kad
BPE: užá | Linguist: užá
BPE: aka | Linguist: aka
BPE: užá | Linguist: užá
BPE: aka | Linguist: aka
BPE: ɣur | Linguist: ɣur
BPE: haq’u | Linguist: haq’u
BPE: haq’u | Linguist: haq’u
BPE: uže | Linguist: uže
BPE: eⁿdu | Linguist: eⁿdu
BPE: goli | Linguist: goli
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: ɣˤbe | Linguist: ɣˤbe
BPE: uže | Linguist: uže
BPE: eⁿdu | Linguist: eⁿdu
BPE: ise | Linguist: ise
BPE: ɣine | Linguist: ɣine
BPE: ruzma | Linguist: ruzma
BPE: zebʎ’o | Linguist: zebʎ’o
BPE: isuho | Linguist: isuho
BPE: ɣine | Linguist: ɣine
BPE: ruzma | Linguist: ruzma
BPE: zebu | Linguist: zebu
BPE: ílʲo | Linguist: ílʲo
BPE: ílʲo | Linguist: ílʲo
BPE: ɣon | Linguist: ɣon
BPE: goli | Linguist: goli
BPE: zonok’ | Linguist: zonok’
BPE: goli | Linguist: goli
BPE: zonok’ | Linguist: zonok’
BPE: gollu | Linguist: gollu
BPE: eⁿca | Linguist: eⁿca
BPE: goli | Linguist: goli
BPE: zonok’ | Linguist: zonok’
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: zonok’ | Linguist: zonok’
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: gollu | Linguist: gollu
BPE: eⁿca | Linguist: eⁿca
BPE: goli | Linguist: goli
BPE: dilʲ | Linguist: dilʲ
BPE: dilʲ | Linguist: dilʲ
BPE: c’aq’ | Linguist: c’aq’
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: uškul | Linguist: uškul
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: heⁿše | Linguist: heⁿše
BPE: žik’o | Linguist: žik’o
BPE: heⁿše | Linguist: heⁿše
BPE: žik’o | Linguist: žik’o
BPE: os | Linguist: os
BPE: uže | Linguist: uže
BPE: q’arʎ’a | Linguist: q’arʎ’a
BPE: hibo | Linguist: hibo
BPE: golluč | Linguist: golluč
BPE: himon | Linguist: himon
BPE: łu | Linguist: łu
BPE: himon | Linguist: himon
BPE: himon | Linguist: himon
BPE: iton | Linguist: iton
BPE: bazar | Linguist: bazar
BPE: mok’o | Linguist: mok’o
BPE: žik’o | Linguist: žik’o
BPE: dilʲ | Linguist: dilʲ
BPE: huⁿne | Linguist: huⁿne
BPE: do | Linguist: do
BPE: ilʲlʲó | Linguist: ilʲlʲó
BPE: eⁿdu | Linguist: eⁿdu
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: šayix | Linguist: šayix
BPE: q’ˤbene | Linguist: q’ˤbene
BPE: ʎɨn | Linguist: ʎɨn
BPE: ɣˤe | Linguist: ɣˤe
BPE: ise | Linguist: ise
BPE: heⁿše | Linguist: heⁿše
BPE: obu | Linguist: obu
BPE: q’arʎ’a | Linguist: q’arʎ’a
BPE: užá | Linguist: užá
BPE: ɣolo | Linguist: ɣolo
BPE: goli | Linguist: goli
BPE: žohoq’ˤemɨl | Linguist: žohoq’ˤemɨl
BPE: ɣode | Linguist: ɣode
BPE: ʎolʎ’o | Linguist: ʎolʎ’o
BPE: ílʲo | Linguist: ílʲo
BPE: ʎɨn | Linguist: ʎɨn
BPE: ize | Linguist: ize
BPE: goli | Linguist: goli
BPE: kumak | Linguist: kumak
BPE: diqo | Linguist: diqo
BPE: heⁿše | Linguist: heⁿše
BPE: isuqo | Linguist: isuqo
BPE: žilʲlʲoɣul | Linguist: žilʲlʲoɣul
BPE: mížo | Linguist: mížo
BPE: ħal | Linguist: ħal
BPE: mížo | Linguist: mížo
BPE: diqo | Linguist: diqo
BPE: ēⁿx | Linguist: ēⁿx
BPE: mížo | Linguist: mížo
BPE: ʎun | Linguist: ʎun
BPE: a<y>łe | Linguist: a<y>łe
BPE: a<y>łe | Linguist: a<y>łe
BPE: žequł | Linguist: žequł
BPE: nišoho | Linguist: nišoho
BPE: reła | Linguist: reła
BPE: aq | Linguist: aq
BPE: dilʲ | Linguist: dilʲ
BPE: heč’č’e | Linguist: heč’č’e
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: goli | Linguist: goli
BPE: de | Linguist: de
BPE: hunar | Linguist: hunar
BPE: žu | Linguist: žu
BPE: ílʲo | Linguist: ílʲo
BPE: ɣode | Linguist: ɣode
BPE: behidо̄y | Linguist: behidо̄y
BPE: obu | Linguist: obu
BPE: madaha | Linguist: madaha
BPE: heresi | Linguist: heresi
BPE: kad | Linguist: kad
BPE: ħalt’i | Linguist: ħalt’i
BPE: dilʲ | Linguist: dilʲ
BPE: do | Linguist: do
BPE: diyo | Linguist: diyo
BPE: aniš | Linguist: aniš
BPE: goli | Linguist: goli
BPE: žik’o | Linguist: žik’o
BPE: užas | Linguist: užas
BPE: išu | Linguist: išu
BPE: užal | Linguist: užal
BPE: idu | Linguist: idu
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: hada | Linguist: hada
BPE: ɣiná | Linguist: ɣiná
BPE: pal | Linguist: pal
BPE: do | Linguist: do
BPE: žu | Linguist: žu
BPE: ilʲlʲo | Linguist: ilʲlʲo
BPE: de | Linguist: de
BPE: nuałi | Linguist: nuałi
BPE: užá | Linguist: užá
BPE: ho | Linguist: ho
BPE: ise | Linguist: ise
BPE: mat’u | Linguist: mat’u
BPE: xabar | Linguist: xabar
BPE: ise | Linguist: ise
BPE: ɣine | Linguist: ɣine
BPE: de | Linguist: de
BPE: aʎas | Linguist: aʎas
BPE: begawul | Linguist: begawul
BPE: xabar | Linguist: xabar
BPE: de | Linguist: de
BPE: aʎas | Linguist: aʎas
BPE: begawul | Linguist: begawul
BPE: o | Linguist: o
BPE: žu | Linguist: žu
BPE: razi | Linguist: razi
BPE: gobi | Linguist: gobi
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: hobot’un | Linguist: hobot’un
BPE: q’ala | Linguist: q’ala
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: eⁿso | Linguist: eⁿso
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: q’ala | Linguist: q’ala
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: lože | Linguist: lože
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: ha | Linguist: ha
BPE: diyo | Linguist: diyo
BPE: xol | Linguist: xol
BPE: hibo | Linguist: hibo
BPE: dubqol | Linguist: dubqol
BPE: idu | Linguist: idu
BPE: mičahałar | Linguist: mičahałar
BPE: ʎun | Linguist: ʎun
BPE: iłe | Linguist: iłe
BPE: užá | Linguist: užá
BPE: isul | Linguist: isul
BPE: hos | Linguist: hos
BPE: kad | Linguist: kad
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: q’ala | Linguist: q’ala
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎun | Linguist: ʎun
BPE: de | Linguist: de
BPE: indu | Linguist: indu
BPE: ʎib | Linguist: ʎib
BPE: mo | Linguist: mo
BPE: židul | Linguist: židul
BPE: os | Linguist: os
BPE: gollu | Linguist: gollu
BPE: dilʲ | Linguist: dilʲ
BPE: de | Linguist: de
BPE: kaɣat | Linguist: kaɣat
BPE: žohoq’ˤemɨl | Linguist: žohoq’ˤemɨl
BPE: sudiyá | Linguist: sudiyá
BPE: zihe | Linguist: zihe
BPE: zihe | Linguist: zihe
BPE: sudiyá | Linguist: sudiyá
BPE: sudiyá | Linguist: sudiyá
BPE: zihe | Linguist: zihe
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: zaman | Linguist: zaman
BPE: ise | Linguist: ise
BPE: kaɣat | Linguist: kaɣat
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: diyo | Linguist: diyo
BPE: murad | Linguist: murad
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: uže | Linguist: uže
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: iseisulo | Linguist: iseisulo
BPE: de | Linguist: de
BPE: begawul | Linguist: begawul
BPE: uže | Linguist: uže
BPE: ɣode | Linguist: ɣode
BPE: goli | Linguist: goli
BPE: hobot’un | Linguist: hobot’un
BPE: ise | Linguist: ise
BPE: reła | Linguist: reła
BPE: žu | Linguist: žu
BPE: ičla | Linguist: ičla
BPE: žik’o | Linguist: žik’o
BPE: dudu | Linguist: dudu
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: ičla | Linguist: ičla
BPE: žik’o | Linguist: žik’o
BPE: dudu | Linguist: dudu
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: užá | Linguist: užá
BPE: žequł | Linguist: žequł
BPE: mangal | Linguist: mangal
BPE: mangal | Linguist: mangal
BPE: mangal | Linguist: mangal
BPE: zihe | Linguist: zihe
BPE: gollu | Linguist: gollu
BPE: kˤaba | Linguist: kˤaba
BPE: zihe | Linguist: zihe
BPE: dilʲ | Linguist: dilʲ
BPE: žik’o | Linguist: žik’o
BPE: izzo | Linguist: izzo
BPE: žu | Linguist: žu
BPE: idu | Linguist: idu
BPE: us | Linguist: us
BPE: ze | Linguist: ze
BPE: idu | Linguist: idu
BPE: žoho | Linguist: žoho
BPE: hos | Linguist: hos
BPE: ħono | Linguist: ħono
BPE: dac | Linguist: dac
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: liʎ | Linguist: liʎ
BPE: žu | Linguist: žu
BPE: izzu | Linguist: izzu
BPE: izze | Linguist: izze
BPE: q’ut’i | Linguist: q’ut’i
BPE: izzu | Linguist: izzu
BPE: gaziyat | Linguist: gaziyat
BPE: reła | Linguist: reła
BPE: iso | Linguist: iso
BPE: ono | Linguist: ono
BPE: eⁿdu | Linguist: eⁿdu
BPE: zor | Linguist: zor
BPE: zor | Linguist: zor
BPE: žawab | Linguist: žawab
BPE: žu | Linguist: žu
BPE: izzu | Linguist: izzu
BPE: č’ido | Linguist: č’ido
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: žoqˤuža | Linguist: žoqˤuža
BPE: idu | Linguist: idu
BPE: omˤoq’ˤe | Linguist: omˤoq’ˤe
BPE: ise | Linguist: ise
BPE: ilʲó | Linguist: ilʲó
BPE: lɨdo | Linguist: lɨdo
BPE: idu | Linguist: idu
BPE: žoho | Linguist: žoho
BPE: gollu | Linguist: gollu
BPE: omˤoq’ˤe | Linguist: omˤoq’ˤe
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: k’uca | Linguist: k’uca
BPE: xʷasar | Linguist: xʷasar
BPE: iłe | Linguist: iłe
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: ise | Linguist: ise
BPE: žequł | Linguist: žequł
BPE: ilʲo | Linguist: ilʲo
BPE: qit’aha | Linguist: qit’aha
BPE: ʎɨn | Linguist: ʎɨn
BPE: erele | Linguist: erele
BPE: idu | Linguist: idu
BPE: qodo | Linguist: qodo
BPE: exen | Linguist: exen
BPE: židu | Linguist: židu
BPE: ačalaha | Linguist: ačalaha
BPE: eⁿso | Linguist: eⁿso
BPE: bɨqˤ | Linguist: bɨqˤ
BPE: eⁿxeɣol | Linguist: eⁿxeɣol
BPE: ło | Linguist: ło
BPE: ħalt’i | Linguist: ħalt’i
BPE: muše | Linguist: muše
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: idu | Linguist: idu
BPE: isul | Linguist: isul
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: ʎar | Linguist: ʎar
BPE: nišoho | Linguist: nišoho
BPE: allahise | Linguist: allahise
BPE: ise | Linguist: ise
BPE: ħono | Linguist: ħono
BPE: eⁿš | Linguist: eⁿš
BPE: učitel | Linguist: učitel
BPE: dac | Linguist: dac
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: de | Linguist: de
BPE: zihe | Linguist: zihe
BPE: ise | Linguist: ise
BPE: qaba | Linguist: qaba
BPE: gˤandu | Linguist: gˤandu
BPE: ise | Linguist: ise
BPE: ide | Linguist: ide
BPE: q’ˤʷine | Linguist: q’ˤʷine
BPE: aʎ | Linguist: aʎ
BPE: šayx | Linguist: šayx
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: bocdɣo | Linguist: bocdɣo
BPE: do | Linguist: do
BPE: guwec’bo | Linguist: guwec’bo
BPE: mížo | Linguist: mížo
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: uqdˤučdé | Linguist: uqdˤučdé
BPE: homone | Linguist: homone
BPE: q’ˤʷine | Linguist: q’ˤʷine
BPE: ɣamasi | Linguist: ɣamasi
BPE: goli | Linguist: goli
BPE: hos | Linguist: hos
BPE: ut’ana | Linguist: ut’ana
BPE: hos | Linguist: hos
BPE: aluk’a | Linguist: aluk’a
BPE: boc’o | Linguist: boc’o
BPE: šari | Linguist: šari
BPE: idu | Linguist: idu
BPE: ɣʷade | Linguist: ɣʷade
BPE: hos | Linguist: hos
BPE: huⁿho | Linguist: huⁿho
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: yašk’a | Linguist: yašk’a
BPE: idu | Linguist: idu
BPE: žik’o | Linguist: žik’o
BPE: a<w>t’un | Linguist: a<w>t’un
BPE: izze | Linguist: izze
BPE: ʎar | Linguist: ʎar
BPE: k’ot’e | Linguist: k’ot’e
BPE: q’ala | Linguist: q’ala
BPE: atɣul | Linguist: atɣul
BPE: pamyatnik | Linguist: pamyatnik
BPE: šayt’an | Linguist: šayt’an
BPE: homonu | Linguist: homonu
BPE: hat’anʎ’al | Linguist: hat’anʎ’al
BPE: židu | Linguist: židu
BPE: din | Linguist: din
BPE: hadam | Linguist: hadam
BPE: nartaw | Linguist: nartaw
BPE: iso | Linguist: iso
BPE: q’ˤem | Linguist: q’ˤem
BPE: ʎɨn | Linguist: ʎɨn
BPE: himon | Linguist: himon
BPE: giłil | Linguist: giłil
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: č’ido | Linguist: č’ido
BPE: kandaza | Linguist: kandaza
BPE: mokonu | Linguist: mokonu
BPE: ʎɨn | Linguist: ʎɨn
BPE: užá | Linguist: užá
BPE: lɨdo | Linguist: lɨdo
BPE: obu | Linguist: obu
BPE: do | Linguist: do
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: ɣolʎ’o | Linguist: ɣolʎ’o
BPE: sasaqa | Linguist: sasaqa
BPE: užá | Linguist: užá
BPE: soyro | Linguist: soyro
BPE: homondu | Linguist: homondu
